A20461	sich erinnern				erinnert, hat erinnert	Kannst du mich morgen bitte an meinen Arzttermin erinnern?	to remember	Can you please remind me of my doctor's appointment tomorrow?	[sound:word_A20461.mp3]	[sound:sentence_A20461.mp3]
A20462	erkältet sein				ist erkältet, war erkältet, ist erkältet gewesen	Lisa ist erkältet. Sie kann heute nicht zur Schule gehen.	to have a cold	Lisa has a cold. She can't go to school today.	[sound:word_A20462.mp3]	[sound:sentence_A20462.mp3]
A20463	erklären				erklärt, hat erklärt	Ich verstehe das nicht. Kannst du mir das erklären?	to explain	I don't understand that. Can you explain it to me?	[sound:word_A20463.mp3]	[sound:sentence_A20463.mp3]
A20464	erlauben				erlaubt , hat erlaubt	Meine Kinder dürfen diesen Film sehen. Ich habe es ihnen erlaubt.	to allow	My children are allowed to watch this film. I have given them permission.	[sound:word_A20464.mp3]	[sound:sentence_A20464.mp3]
A20465	erlaubt sein				ist erlaubt, war erlaubt, ist erlaubt gewesen	Parken ist hier nicht erlaubt.	to be allowed	Parking is not permitted here.	[sound:word_A20465.mp3]	[sound:sentence_A20465.mp3]
A20466	Erlaubnis	die	(Sg.)			Haben Sie eine Arbeitserlaubnis?	permission	Do you have a work permit?	[sound:word_A20466.mp3]	[sound:sentence_A20466.mp3]
A20467	Ermäßigung	die	-en			Für Schüler, Studenten und Rentner gibt es eine Ermäßigung.	discount	There is a discount for pupils, students and pensioners.	[sound:word_A20467.mp3]	[sound:sentence_A20467.mp3]
A20468	erreichen				erreicht, hat erreicht	Wenn wir uns beeilen, erreichen wir noch den Zug um acht Uhr.	to reach	If we hurry, we can still catch the eight o'clock train.	[sound:word_A20468.mp3]	[sound:sentence_A20468.mp3]
A20469	erreichen				erreicht, hat erreicht	Bis 18 Uhr können Sie mich im Büro erreichen.	to reach	You can reach me in the office until 6 pm.	[sound:word_A20469.mp3]	[sound:sentence_A20469.mp3]
A20470	erst					Wir können erst morgen kommen.	first	We can only come tomorrow.	[sound:word_A20470.mp3]	[sound:sentence_A20470.mp3]
A20471	erst					Dina ist keine 18, sie ist erst 16 Jahre alt.	first	Dina is not 18, she is only 16 years old.	[sound:word_A20471.mp3]	[sound:sentence_A20471.mp3]
A20472	Erwachsene	der	-n			Erwachsene zahlen zehn Euro, für Kinder ist der Eintritt frei.	adult	Adults pay ten euros, admission is free for children.	[sound:word_A20472.mp3]	[sound:sentence_A20472.mp3]
A20473	Erwachsene	der	-n			Dieser Film ist nur für Erwachsene.	adult	This film is for adults only.	[sound:word_A20473.mp3]	[sound:sentence_A20473.mp3]
A20474	erzählen				erzählt , hat erzählt	Wir müssen euch etwas erzählen!	to tell	We have something to tell you!	[sound:word_A20474.mp3]	[sound:sentence_A20474.mp3]
A20475	erzählen				erzählt , hat erzählt	Erzählst du mir eine Geschichte?	to tell	Can you tell me a story?	[sound:word_A20475.mp3]	[sound:sentence_A20475.mp3]
A20476	essen				isst, hat gegessen	Was gibt es zu essen?	to eat	What is there to eat?	[sound:word_A20476.mp3]	[sound:sentence_A20476.mp3]
A20477	Essen	das	-			Das Essen in der Cafeteria ist meistens ganz gut.	food / meal	The food in the cafeteria is usually quite good.	[sound:word_A20477.mp3]	[sound:sentence_A20477.mp3]
A20478	Essen	das	-			Darf ich Sie zum Essen einladen?	food / meal	May I invite you to dinner?	[sound:word_A20478.mp3]	[sound:sentence_A20478.mp3]
A20479	Essen	das	-			Das Essen ist gleich fertig. Kommst du?	food / meal	Dinner will be ready soon. Are you coming?	[sound:word_A20479.mp3]	[sound:sentence_A20479.mp3]
A20480	etwas					Ich muss dir etwas erzählen!	something	I have to tell you something!	[sound:word_A20480.mp3]	[sound:sentence_A20480.mp3]
A20481	etwas					Haben Sie etwas zum Schreiben?	something	Do you have something to write about?	[sound:word_A20481.mp3]	[sound:sentence_A20481.mp3]
A20482	etwas					Ich habe leider nur Tee. Etwas anderes kann ich dir leider nicht anbieten.	something	Unfortunately I only have tea. Unfortunately, I can't offer you anything else.	[sound:word_A20482.mp3]	[sound:sentence_A20482.mp3]
A20483	Fach	das	"""-er"			Welches Fach magst du in der Schule am liebsten?	subject	What is your favourite subject at school?	[sound:word_A20483.mp3]	[sound:sentence_A20483.mp3]
A20484	fahren				fährt, ist gefahren	Ich fahre mit dem Auto zur Arbeit.	to drive	I drive to work by car.	[sound:word_A20484.mp3]	[sound:sentence_A20484.mp3]
A20485	abfahren				fährt ab, ist abgefahren	Achtung an Gleis 17! Der Zug München nach Paris fährt jetzt ab.	depart	Attention at platform 17! The Munich to Paris train is now departing.	[sound:word_A20485.mp3]	[sound:sentence_A20485.mp3]
A20486	Abfahrt	die	-en			Wir haben noch zwanzig Minuten bis zur Abfahrt.	Departure	We still have twenty minutes until departure.	[sound:word_A20486.mp3]	[sound:sentence_A20486.mp3]
A20487	Fahrkarte	die	-n			Hast du schon eine Fahrkarte?	ticket	Do you already have a ticket?	[sound:word_A20487.mp3]	[sound:sentence_A20487.mp3]
A20488	Fahrkarte	die	-n			Ihre Fahrkarten, bitte!	ticket	Your tickets, please!	[sound:word_A20488.mp3]	[sound:sentence_A20488.mp3]
A20489	Fahrplan	der	"""-e"			Ist das der neue Fahrplan?	timetable	Is this the new timetable?	[sound:word_A20489.mp3]	[sound:sentence_A20489.mp3]
A20490	Fahrrad	das	"""-er"	auch Rad geschrieben		Wenn es nicht regnet, fahre ich mit dem Fahrrad.	bicycle	If it's not raining, I cycle.	[sound:word_A20490.mp3]	[sound:sentence_A20490.mp3]
A20491	fallen				fällt, ist gefallen	Pass auf, das Glas fällt gleich vom Tisch.	to fall	Watch out, the glass is about to fall off the table.	[sound:word_A20491.mp3]	[sound:sentence_A20491.mp3]
A20492	falsch					Die Lösung ist falsch.	not correct / wrong	The solution is wrong.	[sound:word_A20492.mp3]	[sound:sentence_A20492.mp3]
A20493	falsch					Sie haben die falsche Nummer gewählt.	not correct / wrong	You have dialled the wrong number.	[sound:word_A20493.mp3]	[sound:sentence_A20493.mp3]
A20494	Familie	die	-n			Meine Familie lebt in Spanien.	family	My family lives in Spain.	[sound:word_A20494.mp3]	[sound:sentence_A20494.mp3]
A20495	Familie	die	-n			Ich habe eine große Familie.	family	I have a big family.	[sound:word_A20495.mp3]	[sound:sentence_A20495.mp3]
A20496	Familienname	der	-n			Mein Familienname ist González.	family name	My surname is González.	[sound:word_A20496.mp3]	[sound:sentence_A20496.mp3]
A20497	Fan	der	-s			Er ist ein großer Fußballfan.	fan	He is a big football fan.	[sound:word_A20497.mp3]	[sound:sentence_A20497.mp3]
A20498	Fan	der	-s			Bella ist ein Fan von Rammstein.	fan	Bella is a fan of Rammstein.	[sound:word_A20498.mp3]	[sound:sentence_A20498.mp3]
A20499	fantastisch					Das Buch ist fantastisch. Du musst es unbedingt lesen!	fantastic	The book is fantastic. You absolutely have to read it!	[sound:word_A20499.mp3]	[sound:sentence_A20499.mp3]
A20500	fantastisch					Dein neues Kleid sieht fantastisch aus!	fantastic	Your new dress looks fantastic!	[sound:word_A20500.mp3]	[sound:sentence_A20500.mp3]
A20501	Farbe	die	-n			Die Farbe gefällt mir gut.	Colour	I like the colour.	[sound:word_A20501.mp3]	[sound:sentence_A20501.mp3]
A20502	Farbe	die	-n			Was ist deine Lieblingsfarbe?	Colour	What is your favourite colour?	[sound:word_A20502.mp3]	[sound:sentence_A20502.mp3]
A20503	fast					Der Film ist fast zu Ende.	nearly	The film is almost over.	[sound:word_A20503.mp3]	[sound:sentence_A20503.mp3]
A20504	fast					Ich habe fast alles verstanden.	nearly	I understood almost everything.	[sound:word_A20504.mp3]	[sound:sentence_A20504.mp3]
A20505	faul					Heute sind wir faul: Wir machen keine Hausaufgaben und arbeiten nicht.	lazy	Today we are lazy: we don't do any homework and we don't work.	[sound:word_A20505.mp3]	[sound:sentence_A20505.mp3]
A20506	fehlen				fehlt, hat gefehlt	Herr Müller ist nicht da, er fehlt schon seit drei Tagen.	to be absence / to be missing	Mr Müller is not here, he has been missing for three days.	[sound:word_A20506.mp3]	[sound:sentence_A20506.mp3]
A20507	fehlen				fehlt, hat gefehlt	Was fehlt Ihnen?	to be absence / to be missing	What are you missing?	[sound:word_A20507.mp3]	[sound:sentence_A20507.mp3]
A20508	Fehler	der	-			Diesen Fehler mache ich immer wieder.	error	I make this mistake again and again.	[sound:word_A20508.mp3]	[sound:sentence_A20508.mp3]
A20509	Feier	die	-n			Die Feier war sehr schön.	celebration	The party was very nice.	[sound:word_A20509.mp3]	[sound:sentence_A20509.mp3]
A20510	Feierabend	der	-e			Wann hast du Feierabend?	end of working day	When do you get off work?	[sound:word_A20510.mp3]	[sound:sentence_A20510.mp3]
A20511	Feiertag	der	-e			Am ersten Mai ist ein Feiertag.	holiday	The first of May is a public holiday.	[sound:word_A20511.mp3]	[sound:sentence_A20511.mp3]
A20512	feiern				feiert, hat gefeiert	Wir feiern heute meinen Geburtstag.	to celebrate	We are celebrating my birthday today.	[sound:word_A20512.mp3]	[sound:sentence_A20512.mp3]
A20513	Fenster	das	-			Kannst du bitte das Fenster öffnen?	window	Can you please open the window?	[sound:word_A20513.mp3]	[sound:sentence_A20513.mp3]
A20514	Ferien	die	(Pl.)			Bald haben wir Ferien.	vacation	We'll soon be on holiday.	[sound:word_A20514.mp3]	[sound:sentence_A20514.mp3]
A20515	Ferien	die	(Pl.)			Fährst du in den Ferien weg oder bleibst du zu Hause?	vacation	Are you going away on holiday or staying at home?	[sound:word_A20515.mp3]	[sound:sentence_A20515.mp3]
A20516	fernsehen				sieht fern, hat ferngesehen	Lass uns heute Abend mal fernsehen.	to watch TV	Let's watch TV tonight.	[sound:word_A20516.mp3]	[sound:sentence_A20516.mp3]
A20517	Fernseher	der	-			Der Fernseher ist kaputt.	TV	The television is broken.	[sound:word_A20517.mp3]	[sound:sentence_A20517.mp3]
A20518	fertig sein				ist fertig, war fertig, ist fertig gewesen	Wir müssen gleich gehen. Bist du fertig?	to bei done (doing sth.)	We have to go in a minute. Are you ready?	[sound:word_A20518.mp3]	[sound:sentence_A20518.mp3]
A20519	Fest	das	-e			Am Wochenende feiern wir ein Fest. Meine Tochter hat Geburtstag.	celebration / feast / party	We're having a party at the weekend. It's my daughter's birthday.	[sound:word_A20519.mp3]	[sound:sentence_A20519.mp3]
A20520	Fest	das	-e			Frohes Fest!	celebration / feast / party	Merry Christmas!	[sound:word_A20520.mp3]	[sound:sentence_A20520.mp3]
A20521	Festival	das	-s			Am Wochenende ist in der Stadt ein Musik-Festival.	festival	There's a music festival in the city this weekend.	[sound:word_A20521.mp3]	[sound:sentence_A20521.mp3]
A20522	fett					Die Wurst ist mir zu fett.	fat	The sausage is too fatty for me.	[sound:word_A20522.mp3]	[sound:sentence_A20522.mp3]
A20523	Fieber	das	(Sg.)			Sie hat hohes Fieber.	fever	She has a high temperature.	[sound:word_A20523.mp3]	[sound:sentence_A20523.mp3]
A20524	Film	der	-e			Ich möchte gern diesen Film sehen.	movie	I would like to see this film.	[sound:word_A20524.mp3]	[sound:sentence_A20524.mp3]
A20525	finden				findet, hat gefunden	Wir müssen den Schlüssel finden.	to find	We have to find the key.	[sound:word_A20525.mp3]	[sound:sentence_A20525.mp3]
A20526	finden				findet, hat gefunden	Ich finde es nicht gut, dass du so viel arbeitest.	to find	I don't think it's good that you're working so much.	[sound:word_A20526.mp3]	[sound:sentence_A20526.mp3]
A20527	finden				findet, hat gefunden	Ich finde ihn sehr nett.	to find	I think he's very nice.	[sound:word_A20527.mp3]	[sound:sentence_A20527.mp3]
A20528	Firma	die	-en			Er arbeitet jetzt bei einer anderen Firma.	company	He now works for another company.	[sound:word_A20528.mp3]	[sound:sentence_A20528.mp3]
A20529	Fisch	der	-e			Fisch mag ich lieber als Fleisch.	fish	I prefer fish to meat.	[sound:word_A20529.mp3]	[sound:sentence_A20529.mp3]
A20530	fit sein				ist fit, war fit, ist fit gewesen	Tom will fit sein. Er geht jeden Tag ins Fitness-studio.	to be fit	Tom wants to be fit. He goes to the gym every day.	[sound:word_A20530.mp3]	[sound:sentence_A20530.mp3]
A20531	Flasche	die	-n			Eine Flasche Mineralwasser, bitte!	bottle	A bottle of mineral water, please!	[sound:word_A20531.mp3]	[sound:sentence_A20531.mp3]
A20532	Fleisch	das	(Sg.)			Fleisch mag ich nicht.	meat	I don't like meat.	[sound:word_A20532.mp3]	[sound:sentence_A20532.mp3]
A20533	fleißig					Ibrahim ist sehr fleißig. Er macht immer seine Hausaufgaben.	diligent / busy / hard-working	Ibrahim is very hard-working. He always does his homework.	[sound:word_A20533.mp3]	[sound:sentence_A20533.mp3]
A20534	fliegen				fliegt, ist geflogen	Ich fliege nicht gern, ich fahre lieber mit dem Zug.	fly	I don't like flying, I prefer travelling by train.	[sound:word_A20534.mp3]	[sound:sentence_A20534.mp3]
A20535	fliegen				fliegt, ist geflogen	Ich fliege in den Ferien nach Spanien.	fly	I'm going on holiday to Spain.	[sound:word_A20535.mp3]	[sound:sentence_A20535.mp3]
A20536	abfliegen				fliegt ab, ist abgeflogen	Wann fliegst du ab?	depart	When are you leaving?	[sound:word_A20536.mp3]	[sound:sentence_A20536.mp3]
A20537	Flohmarkt	der	"""-e"			Ich gehe gern auf den Flohmarkt.	flea market	I like going to the flea market.	[sound:word_A20537.mp3]	[sound:sentence_A20537.mp3]
A20538	Flohmarkt	der	"""-e"			Diesen Hut habe ich auf dem Flohmarkt gekauft.	flea market	I bought this hat at a flea market.	[sound:word_A20538.mp3]	[sound:sentence_A20538.mp3]
A20539	Flug	der	"""-e"			Ich möchte einen Flug nach Kanada buchen.	flight	I would like to book a flight to Canada.	[sound:word_A20539.mp3]	[sound:sentence_A20539.mp3]
A20540	Flug	der	"""-e"			Der Flug LH123 von München nach Frankfurt ist um 21:00 Uhr.	flight	The flight LH123 from Munich to Frankfurt is at 21:00.	[sound:word_A20540.mp3]	[sound:sentence_A20540.mp3]
A20541	Flughafen	der	""""			Kannst du mich zum Flughafen bringen?	airport	Can you take me to the airport?	[sound:word_A20541.mp3]	[sound:sentence_A20541.mp3]
A20542	Flugzeug	das	-e			Das Flugzeug aus Berlin hat Verspätung.	plane	The plane from Berlin is late.	[sound:word_A20542.mp3]	[sound:sentence_A20542.mp3]
A20543	Flugzeug	das	-e			Das Flugzeug startet in einer halben Stunde. Wir müssen uns beeilen.	plane	The plane takes off in half an hour. We have to hurry.	[sound:word_A20543.mp3]	[sound:sentence_A20543.mp3]
A20544	Fluss	der	"""-e"			Der Rhein ist ein großer Fluss.	river	The Rhine is a large river.	[sound:word_A20544.mp3]	[sound:sentence_A20544.mp3]
A20545	Formular	das	-e			Sie müssen dieses Formular ausfüllen.	form	You must complete this form.	[sound:word_A20545.mp3]	[sound:sentence_A20545.mp3]
A20546	Fotoapparat	der	-e			Ich möchte mir einen Fotoapparat kaufen.	camera	I would like to buy a camera.	[sound:word_A20546.mp3]	[sound:sentence_A20546.mp3]
A20547	fotografieren				fotografiert, hat fotografiert	Ich fotografiere gern.	to take photos	I like taking photos.	[sound:word_A20547.mp3]	[sound:sentence_A20547.mp3]
A20548	Foto	das	-s			Darf ich ein Foto machen?	photo	Can I take a photo?	[sound:word_A20548.mp3]	[sound:sentence_A20548.mp3]
A20549	Frage	die	-n			Ich habe eine Frage.	question	I have a question.	[sound:word_A20549.mp3]	[sound:sentence_A20549.mp3]
A20550	fragen				fragt, hat gefragt	Er fragt, wann er kommen kann.	to ask	He asks when he can come.	[sound:word_A20550.mp3]	[sound:sentence_A20550.mp3]
A20551	fragen				fragt, hat gefragt	Ich möchte Sie etwas fragen.	to ask	I would like to ask you something.	[sound:word_A20551.mp3]	[sound:sentence_A20551.mp3]
A20552	Frau	die	-en			Das ist Frau Becker.	Mrs	This is Mrs Becker.	[sound:word_A20552.mp3]	[sound:sentence_A20552.mp3]
A20553	Frau	die	-en			Guten Tag, Frau Schmitt!	Mrs	Hello, Mrs Schmitt!	[sound:word_A20553.mp3]	[sound:sentence_A20553.mp3]
A20554	Frau	die	-en			Hier arbeiten mehr Frauen als Männer.	Mrs	More women than men work here.	[sound:word_A20554.mp3]	[sound:sentence_A20554.mp3]
A20555	frei					Entschuldigung, ist dieser Platz noch frei?	free	Excuse me, is this seat still free?	[sound:word_A20555.mp3]	[sound:sentence_A20555.mp3]
A20556	frei					Morgen haben wir frei.	free	We have tomorrow off.	[sound:word_A20556.mp3]	[sound:sentence_A20556.mp3]
A20557	frei					Eintritt frei.	free	Free admission.	[sound:word_A20557.mp3]	[sound:sentence_A20557.mp3]
A20558	freiwillig					Manchmal bleibe ich freiwillig länger im Büro.	voluntary	Sometimes I voluntarily stay in the office longer.	[sound:word_A20558.mp3]	[sound:sentence_A20558.mp3]
A20559	Freizeit	die	(Sg.)			In meiner Freizeit spiele ich oft Fußball.	leisure	I often play football in my free time.	[sound:word_A20559.mp3]	[sound:sentence_A20559.mp3]
A20560	fremd					Das weiß ich nicht, ich bin fremd hier.	strange	I don't know, I'm a stranger here.	[sound:word_A20560.mp3]	[sound:sentence_A20560.mp3]
A20561	fremd					Ich reise gern in fremde Länder.	strange	I like travelling to foreign countries.	[sound:word_A20561.mp3]	[sound:sentence_A20561.mp3]
A20562	sich freuen				freut, hat gefreut	Zum Geburtstag habe ich ein interessantes Buch bekommen. Ich freue mich sehr über das Geschenk.	to be glad / to rejoice	I received an interesting book for my birthday. I am very happy about the present.	[sound:word_A20562.mp3]	[sound:sentence_A20562.mp3]
A20563	sich freuen				freut, hat gefreut	Die Kinder freuen sich schon auf die Ferien.	to be glad / to rejoice	The children are already looking forward to the holidays.	[sound:word_A20563.mp3]	[sound:sentence_A20563.mp3]
